LinkS;TranspS;Instance;Demands;UB;LB;GAP;Time;OF;Formulation;CD;OSNR;GNpy;Bands;Reinforcements;Cuts;Prepro;PreproTime;Variables;Constraints;v0;preproC;Paths;FeasibleC;InfeasibleC;OnlyOsnrC;OnlyReachC;FeasibleL;InfeasibleL;OnlyOsnrL;OnlyReachL;ads;dcb;llb;nlus;slus;suld;trl;tus;tase
1.5x;random;Nsfnet_14_21;50-b;395.000000;395.000000;0.000000;1.748000;3;0;1;1;0;1;0;0;2;4.465417;35762;47425;121738;0;0;0;0;0;0;22057;52;1;0;50;50;0;75;1463;104;116100.000000;395;56166.666667
1.5x;random;Nsfnet_14_21;60;78.000000;78.000000;0.000000;6377.482000;8;0;1;1;0;1;0;0;2;8.505578;58923;67770;167878;0;0;0;0;0;0;21877;13105;2;0;60;60;0;78;1477;172;173700.000000;705;82533.333333
1.5x;random;Nsfnet_14_21;40;30.000000;30.000000;0.000000;12.523000;8;0;1;1;0;1;0;0;2;2.724670;27706;30780;73095;0;0;0;0;0;0;21941;-65482;1;0;40;40;0;30;491;89;108900.000000;336;51916.666667
1.5x;maxData200;European_18_40;60;701.000000;701.000000;0.000000;10.796000;3;0;1;1;0;1;0;0;2;17.280236;112546;91260;319454;0;0;0;0;0;0;21963;-65479;1;0;60;60;0;90;2830;137;85787.000000;701;48783.333333
1.5x;random;Nsfnet_14_21;10-b;93.000000;93.000000;0.000000;0.084000;3;0;1;1;0;1;0;0;2;0.044110;1611;2285;4689;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;15;165;25;28800.000000;93;13366.666667
1.5x;random;Nsfnet_14_21;80-b;766.000000;766.000000;0.000000;10.334000;3;0;1;1;0;1;0;0;2;18.210347;90112;119080;313088;0;0;0;0;0;0;22094;50;1;0;80;80;0;120;2374;180;186400.000000;766;91383.333333
1.5x;random;Nsfnet_14_21;70;587.000000;587.000000;0.000000;4.196000;3;0;1;1;0;1;0;0;2;12.665612;69839;91595;238861;0;0;0;0;0;0;21949;56;1;0;70;70;0;105;2126;145;166800.000000;587;79216.666667
1.5x;random;Nsfnet_14_21;80-b;78.000000;78.000000;0.000000;2718.184000;8;0;1;1;0;1;0;0;2;17.224385;90113;119160;313088;0;0;0;0;0;0;21881;50;1;0;80;80;0;78;1374;193;195500.000000;817;95883.333333
1.5x;random;Nsfnet_14_21;90-b;727.000000;727.000000;0.000000;6.608000;3;0;1;1;0;1;0;0;2;26.023014;129026;150165;381274;0;0;0;0;0;0;21945;53;1;0;90;90;0;135;2733;194;222500.000000;727;104816.666667
1.5x;random;Nsfnet_14_21;20-b;29.000000;29.000000;0.000000;1.424000;8;0;1;1;0;1;0;0;2;0.282558;5366;8190;19835;0;0;0;0;0;0;22046;12849;2;0;20;20;0;29;427;59;51000.000000;224;24133.333333
1.5x;maxData200;European_18_40;10-b;6.000000;6.000000;0.000000;0.033000;8;0;1;1;0;1;0;0;2;0.073364;1711;3220;10290;0;0;0;0;0;0;22045;808333362;4;0;10;10;0;6;83;20;10473.000000;83;6966.666667
1.5x;random;German_17_26;70-b;105.000000;29.761468;71.655745;14400.156000;8;0;1;1;0;1;0;0;2;26.435979;155350;114450;226851;0;0;0;0;0;0;21945;12337;2;0;70;70;0;105;2578;221;36116.000000;989;38700.000000
1.5x;maxData200;Nsfnet_14_21;10-b;132.000000;132.000000;0.000000;0.074000;3;0;1;1;0;1;0;0;2;0.035426;1274;2285;5026;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;15;204;26;26300.000000;132;12100.000000
1.5x;maxData200;Nsfnet_14_21;40;28.000000;28.000000;0.000000;4952.495000;8;0;1;1;0;1;0;0;2;2.483687;27389;30780;73412;0;0;0;0;0;0;22036;-65482;1;0;40;40;0;28;498;89;109300.000000;349;51016.666667
1.5x;random;European_18_40;10;68.000000;68.000000;0.000000;0.045000;3;0;1;1;0;1;0;0;2;0.079843;1089;3210;10911;0;0;0;0;0;0;22078;808333362;4;0;10;10;0;15;126;18;9430.000000;68;6050.000000
1.5x;maxData200;Nsfnet_14_21;60;-1.000000;-1.000000;0.000000;5.364000;8;0;1;1;0;1;0;0;2;7.375471;52276;67770;174525;0;0;0;0;0;0;21918;13105;2;0;0;0;0;-1245399312;21918;1;0.000000;0;0.000000
1.5x;random;European_18_40;70;42.000000;21.191489;49.544073;14400.132000;8;0;1;1;0;1;0;0;2;31.080836;132438;123340;455563;0;0;0;0;0;0;22094;-16764879;2;0;70;70;0;42;1471;193;111306.000000;951;64833.333333
1.5x;random;European_18_40;10;6.000000;6.000000;0.000000;0.053000;8;0;1;1;0;1;0;0;2;0.079888;1090;3220;10911;0;0;0;0;0;0;21986;808333362;4;0;10;10;0;6;80;21;10097.000000;80;6550.000000
1.5x;random;German_17_26;90;1045.000000;1045.000000;0.000000;31.793000;3;0;1;1;0;1;0;0;2;57.302701;293743;187560;338057;0;0;0;0;0;0;21994;13873;2;0;90;90;0;135;3352;231;41325.000000;1045;41800.000000
1.5x;random;Nsfnet_14_21;20;199.000000;199.000000;0.000000;0.212000;3;0;1;1;0;1;0;0;2;0.322368;6838;8170;18362;0;0;0;0;0;0;22072;3145779;1;0;20;20;0;30;466;49;56400.000000;199;26066.666667
1.5x;random;Nsfnet_14_21;100;74.000000;39.745125;46.290372;14400.086000;8;0;1;1;0;1;0;0;2;34.148395;145105;184950;484896;0;0;0;0;0;0;21866;57;1;0;100;100;0;74;1471;228;249100.000000;890;118816.666667
1.5x;maxData200;Nsfnet_14_21;100;90.000000;48.000000;46.666667;14400.098000;8;0;1;1;0;1;0;0;2;33.618301;142739;184950;487262;0;0;0;0;0;0;22096;57;1;0;100;100;0;90;1716;228;248300.000000;1026;116933.333333
1.5x;maxData200;Nsfnet_14_21;20-b;-1.000000;-1.000000;0.000000;0.427000;8;0;1;1;0;1;0;0;2;0.279224;5275;8190;19926;0;0;0;0;0;0;21862;12849;2;0;0;0;0;1432344576;21862;1;0.000000;0;0.000000
1.5x;maxData200;Nsfnet_14_21;30;280.000000;280.000000;0.000000;0.291000;3;0;1;1;0;1;0;0;2;0.826930;9533;17655;47167;0;0;0;0;0;0;21909;-16764879;2;0;30;30;0;45;890;58;60100.000000;280;29033.333333
1.5x;random;German_17_26;40-b;39.000000;16.476744;57.751938;14400.052000;8;0;1;1;0;1;0;0;2;5.772478;71532;38400;53269;0;0;0;0;0;0;21936;56;1;0;40;40;0;39;959;149;25678.000000;606;23883.333333
1.5x;random;Nsfnet_14_21;70-b;60.000000;60.000000;0.000000;11318.853000;8;0;1;1;0;1;0;0;2;12.488681;74438;91665;234263;0;0;0;0;0;0;21962;13361;2;0;70;70;0;60;1137;167;184000.000000;655;86766.666667
1.5x;maxData200;European_18_40;20-b;12.000000;12.000000;0.000000;2.576000;8;0;1;1;0;1;0;0;2;0.739363;8802;11240;39199;0;0;0;0;0;0;0;-1133871366;0;0;20;20;0;12;246;42;21055.000000;205;13833.333333
1.5x;random;German_17_26;50-b;614.000000;614.000000;0.000000;12.611000;3;0;1;1;0;1;0;0;2;11.214248;93022;59200;101978;0;0;0;0;0;0;21881;49;1;0;50;50;0;75;1716;133;24364.000000;614;24183.333333
1.5x;random;German_17_26;60-b;700.000000;700.000000;0.000000;16.011000;3;0;1;1;0;1;0;0;2;17.765311;118615;84540;162185;0;0;0;0;0;0;21989;49;1;0;60;60;0;90;2141;153;26553.000000;700;28850.000000
1.5x;maxData200;European_18_40;40-b;18.000000;18.000000;0.000000;5124.893000;8;0;1;1;0;1;0;0;2;5.009388;45220;41680;146781;0;0;0;0;0;0;21942;14385;2;0;40;40;0;18;596;99;57069.000000;518;33266.666667
1.5x;random;German_17_26;50-b;51.000000;21.600000;57.647059;14400.123000;8;0;1;1;0;1;0;0;2;10.454149;93023;59250;101978;0;0;0;0;0;0;22036;49;1;0;50;50;0;51;1155;158;27048.000000;716;27100.000000
1.5x;maxData200;European_18_40;70;858.000000;858.000000;0.000000;11.698000;3;0;1;1;0;1;0;0;2;25.433219;140547;123270;447453;0;0;0;0;0;0;22010;-16764879;2;0;70;70;0;105;3359;164;106401.000000;858;59233.333333
1.5x;maxData200;European_18_40;20;12.000000;12.000000;0.000000;12.939000;8;0;1;1;0;1;0;0;2;0.554437;9944;11240;38057;0;0;0;0;0;0;0;-1133871366;0;0;20;20;0;12;267;48;27356.000000;252;15883.333333
1.5x;maxData200;Nsfnet_14_21;10;12.000000;12.000000;0.000000;0.067000;8;0;1;1;0;1;0;0;2;0.035340;1138;2295;5163;0;0;0;0;0;0;0;-755914244;0;0;10;10;0;12;110;20;25200.000000;89;11883.333333
1.5x;maxData200;European_18_40;70-b;638.000000;638.000000;0.000000;8.639000;3;0;1;1;0;1;0;0;2;24.193541;119563;123270;468437;0;0;0;0;0;0;22019;-65486;1;0;70;70;0;105;3531;131;84683.000000;638;51583.333333
1.5x;maxData200;European_18_40;80-b;120.000000;18.802360;84.331367;14400.404000;8;0;1;1;0;1;0;0;2;40.112356;209186;160160;558815;0;0;0;0;0;0;21991;-65487;1;0;80;80;0;120;4338;227;131161.000000;1161;74250.000000
1.5x;random;European_18_40;50;21.000000;12.523651;40.363566;14400.121000;8;0;1;1;0;1;0;0;2;11.613602;61117;64100;238884;0;0;0;0;0;0;21869;-16763855;2;0;50;50;0;21;701;120;71920.000000;534;41783.333333
1.5x;random;German_17_26;20;18.000000;18.000000;0.000000;84.838000;8;0;1;1;0;1;0;0;2;0.623692;9482;10200;21719;0;0;0;0;0;0;22004;55;1;0;20;20;0;18;384;54;9110.000000;270;10433.333333
1.5x;random;Nsfnet_14_21;90;739.000000;739.000000;0.000000;9.318000;3;0;1;1;0;1;0;0;2;27.960569;137399;150165;372901;0;0;0;0;0;0;21905;53;1;0;90;90;0;135;2788;196;233800.000000;739;109283.333333
1.5x;random;European_18_40;50-b;21.000000;18.000000;14.285714;14400.060000;8;0;1;1;0;1;0;0;2;11.775090;78220;64100;221781;0;0;0;0;0;0;22081;-65486;1;0;50;50;0;21;742;135;82165.000000;559;46450.000000
1.5x;random;Nsfnet_14_21;50;39.000000;39.000000;0.000000;498.488000;8;0;1;1;0;1;0;0;2;4.314971;33834;47475;123667;0;0;0;0;0;0;21887;56;1;0;50;50;0;39;642;113;121600.000000;461;57950.000000
1.5x;random;Nsfnet_14_21;10-b;9.000000;9.000000;0.000000;0.137000;8;0;1;1;0;1;0;0;2;0.040430;1612;2295;4689;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;9;132;28;28700.000000;102;13466.666667
1.5x;maxData200;European_18_40;70-b;30.000000;15.250000;49.166667;14400.070000;8;0;1;1;0;1;0;0;2;23.993173;119564;123340;468437;0;0;0;0;0;0;21961;-65486;1;0;70;70;0;30;1001;146;87503.000000;713;53750.000000
1.5x;random;German_17_26;70-b;821.000000;821.000000;0.000000;14.931000;3;0;1;1;0;1;0;0;2;26.473634;155349;114380;226851;0;0;0;0;0;0;22003;12337;2;0;70;70;0;105;2281;180;32318.000000;821;34166.666667
1.5x;maxData200;Nsfnet_14_21;10-b;12.000000;12.000000;0.000000;0.072000;8;0;1;1;0;1;0;0;2;0.034741;1275;2295;5026;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;12;152;26;26300.000000;132;12100.000000
1x;random;Nsfnet_14_21;10;9.000000;9.000000;0.000000;0.051000;8;0;1;1;0;1;0;0;2;0.017506;774;1590;3427;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;9;117;25;26300.000000;93;12533.333333
1x;maxData200;European_18_40;40;411.000000;411.000000;0.000000;1.663000;3;0;1;1;0;1;0;0;2;1.955972;23192;28040;104808;0;0;0;0;0;0;21929;50;1;0;40;40;0;40;1247;87;49164.000000;411;30600.000000
1x;random;Nsfnet_14_21;30;27.000000;27.000000;0.000000;0.478000;8;0;1;1;0;1;0;0;2;0.396127;6953;11970;30848;0;0;0;0;0;0;22051;57;1;0;30;30;0;27;407;59;64000.000000;217;30916.666667
1.5x;maxData200;European_18_40;60;39.000000;17.875000;54.166667;14400.162000;8;0;1;1;0;1;0;0;2;15.933259;112547;91320;319454;0;0;0;0;0;0;21972;-65479;1;0;60;60;0;39;1250;157;89263.000000;796;51333.333333
1.5x;maxData200;European_18_40;50-b;26.000000;13.879775;46.616252;14400.121000;8;0;1;1;0;1;0;0;2;9.128147;76165;64100;223836;0;0;0;0;0;0;21868;-65486;1;0;50;50;0;26;863;128;75692.000000;666;43450.000000
1x;maxData200;Nsfnet_14_21;50;-1.000000;-1.000000;0.000000;0.922000;3;0;1;1;0;1;0;0;2;1.827083;21128;31900;83872;0;0;0;0;0;0;21866;-16763855;2;0;-1;-1;-1;291182368;21866;1;0.000000;0;0.000000
1x;maxData200;German_17_26;40-b;417.000000;417.000000;0.000000;2.687000;3;0;1;1;0;1;0;0;2;1.868725;26580;25840;56620;0;0;0;0;0;0;22046;56;1;0;40;40;0;40;781;113;21126.000000;417;23683.333333
1x;maxData200;European_18_40;70;858.000000;858.000000;0.000000;8.527000;3;0;1;1;0;1;0;0;2;11.038054;91512;82670;300488;0;0;0;0;0;0;21868;-16764879;2;0;70;70;0;70;2255;164;104189.000000;858;58233.333333
1x;maxData200;Nsfnet_14_21;40;337.000000;337.000000;0.000000;0.895000;3;0;1;1;0;1;0;0;2;1.113163;17888;20720;49312;0;0;0;0;0;0;22041;54;1;0;40;40;0;40;688;85;108900.000000;337;50683.333333
1.5x;random;European_18_40;60-b;27.000000;13.888889;48.559671;14400.097000;8;0;1;1;0;1;0;0;2;19.782581;102309;91320;329692;0;0;0;0;0;0;22065;-16763855;2;0;60;60;0;27;904;154;91069.000000;711;54600.000000
1x;maxData200;German_17_26;90-b;947.000000;947.000000;0.000000;63.584000;3;0;1;1;0;1;0;0;2;23.481462;161573;125640;259627;0;0;0;0;0;0;21867;13873;2;0;90;90;0;90;2190;253;49033.000000;947;52716.666667
1.5x;random;European_18_40;80-b;120.000000;18.134615;84.887821;14400.228000;8;0;1;1;0;1;0;0;2;48.811747;198662;160160;569339;0;0;0;0;0;0;21941;-65487;1;0;80;80;0;120;4226;215;123303.000000;952;70466.666667
1x;random;German_17_26;60-b;700.000000;700.000000;0.000000;22.375000;3;0;1;1;0;1;0;0;2;7.462612;77545;56760;109655;0;0;0;0;0;0;21917;49;1;0;60;60;0;60;1471;153;26934.000000;700;29150.000000
1x;maxData200;German_17_26;20;13.000000;13.000000;0.000000;26.343000;8;0;1;1;0;1;0;0;2;0.220247;4986;6940;15815;0;0;0;0;0;0;21930;55;1;0;20;20;0;13;304;61;10822.000000;221;12500.000000
1x;maxData200;Nsfnet_14_21;10-b;-1.000000;-1.000000;0.000000;0.004000;8;0;1;1;0;1;0;0;2;0.014995;740;1590;3461;0;0;0;0;0;0;0;-1133871366;0;0;1061720948;0;0;0;0;434007656;0.000000;0;0.000000
1x;random;Nsfnet_14_21;80;-1.000000;-1.000000;0.000000;3.069000;3;0;1;1;0;1;0;0;2;7.598576;58920;79840;209880;0;0;0;0;0;0;21946;808321080;1;0;0;0;0;-2121541760;21946;1;0.000000;0;0.000000
1x;maxData200;European_18_40;80-b;939.000000;939.000000;0.000000;12.383000;3;0;1;1;0;1;0;0;2;17.167363;136825;107280;375175;0;0;0;0;0;0;22032;-65487;1;0;80;80;0;80;2558;185;118603.000000;939;66633.333333
1.5x;maxData200;European_18_40;90-b;-1.000000;22.208029;0.000000;14400.377000;8;0;1;1;0;1;0;0;2;57.853012;273657;201780;698344;0;0;0;0;0;0;22054;57;1;0;0;0;0;-1187392288;22054;1;0.000000;0;0.000000
1x;maxData200;Nsfnet_14_21;30-b;-1.000000;-1.000000;0.000000;0.640000;8;0;1;1;0;1;0;0;2;0.463548;7802;11970;29999;0;0;0;0;0;0;21947;3145778;1;0;0;0;0;-1869346816;21947;1;0.000000;0;0.000000
1x;maxData200;German_17_26;10;107.000000;107.000000;0.000000;0.146000;3;0;1;1;0;1;0;0;2;0.035302;1236;1960;3964;0;0;0;0;0;0;808598324;808464955;993013808;859518513;10;10;0;10;142;29;5643.000000;107;6216.666667
1x;random;German_17_26;40-b;460.000000;460.000000;0.000000;12.053000;3;0;1;1;0;1;0;0;2;2.864221;46531;25840;36669;0;0;0;0;0;0;22022;56;1;0;40;40;0;40;778;113;20927.000000;460;19383.333333
1.5x;random;German_17_26;70;-1.000000;27.046980;0.000000;14400.282000;8;0;1;1;0;1;0;0;2;29.263587;195371;114450;186830;0;0;0;0;0;0;22046;12337;2;0;0;0;0;1463199472;22046;1;0.000000;0;0.000000
1x;maxData200;German_17_26;60;552.000000;552.000000;0.000000;6.095000;3;0;1;1;0;1;0;0;2;5.677373;47761;56760;139439;0;0;0;0;0;0;21861;56;1;0;60;60;0;60;1270;157;27142.000000;552;32450.000000
1x;maxData200;European_18_40;20-b;185.000000;185.000000;0.000000;0.364000;3;0;1;1;0;1;0;0;2;0.320024;5321;7620;26679;0;0;0;0;0;0;0;-1133871366;0;0;20;20;0;20;357;38;22060.000000;185;14016.666667
1x;random;Nsfnet_14_21;20;202.000000;202.000000;0.000000;0.377000;3;0;1;1;0;1;0;0;2;0.159150;4358;5560;12442;0;0;0;0;0;0;21906;51;1;0;20;20;0;20;300;50;57100.000000;202;26400.000000
1x;maxData200;Nsfnet_14_21;90-b;890.000000;890.000000;0.000000;19.347000;3;0;1;1;0;1;0;0;2;11.572420;74836;100620;265364;0;0;0;0;0;0;21919;53;1;0;90;90;0;90;1811;196;217300.000000;890;102566.666667
1.5x;random;German_17_26;80-b;-1.000000;32.565934;0.000000;14400.294000;8;0;1;1;0;1;0;0;2;48.142569;289160;148800;210041;0;0;0;0;0;0;22054;13105;2;0;0;0;0;-1370798352;22054;1;0.000000;0;0.000000
1x;random;German_17_26;20-b;18.000000;18.000000;0.000000;14.465000;8;0;1;1;0;1;0;0;2;0.293858;7511;6940;13290;0;0;0;0;0;0;21982;55;1;0;20;20;0;18;361;61;10425.000000;255;10650.000000
1x;random;German_17_26;50-b;614.000000;614.000000;0.000000;10.789000;3;0;1;1;0;1;0;0;2;4.999393;60597;39800;69403;0;0;0;0;0;0;21934;54;1;0;50;50;0;50;1083;133;24733.000000;614;24400.000000
1x;maxData200;European_18_40;60;701.000000;701.000000;0.000000;10.267000;3;0;1;1;0;1;0;0;2;7.728074;73066;61260;214934;0;0;0;0;0;0;22055;51;1;0;60;60;0;60;1847;137;86083.000000;701;48783.333333
1.5x;random;German_17_26;100;-1.000000;34.953608;0.000000;14400.244000;8;0;1;1;0;1;0;0;2;80.418535;371967;231000;408034;0;0;0;0;0;0;22064;56;1;0;0;0;0;269116640;22064;1;0.000000;0;0.000000
1x;random;Nsfnet_14_21;30;211.000000;211.000000;0.000000;0.300000;3;0;1;1;0;1;0;0;2;0.399092;6952;11940;30848;0;0;0;0;0;0;22045;57;1;0;30;30;0;30;590;57;63800.000000;211;30783.333333
1x;random;German_17_26;80-b;982.000000;982.000000;0.000000;485.309000;3;0;1;1;0;1;0;0;2;21.812685;190319;99680;142481;0;0;0;0;0;0;21876;13105;2;0;80;80;0;80;1993;234;41153.000000;982;40000.000000
1x;random;German_17_26;100;1150.000000;1150.000000;0.000000;206.601000;3;0;1;1;0;1;0;0;2;38.135023;245216;154600;274784;0;0;0;0;0;0;21978;12337;2;0;100;100;0;100;2483;256;45368.000000;1150;46266.666667
1x;maxData200;German_17_26;90;838.000000;838.000000;0.000000;19.991000;3;0;1;1;0;1;0;0;2;20.185252;123594;125640;297606;0;0;0;0;0;0;21994;12593;2;0;90;90;0;90;2260;231;40195.000000;838;46350.000000
1x;maxData200;Nsfnet_14_21;80;-1.000000;-1.000000;0.000000;3.620000;3;0;1;1;0;1;0;0;2;7.747839;52986;79840;215814;0;0;0;0;0;0;21934;56;1;0;0;0;0;717948656;21934;1;0.000000;0;0.000000
1.5x;random;Nsfnet_14_21;100-b;75.000000;38.782070;48.290574;14400.133000;8;0;1;1;0;1;0;0;2;35.477879;157587;184950;472414;0;0;0;0;0;0;21884;54;1;0;100;100;0;75;1496;269;287600.000000;1002;136200.000000
1x;maxData200;European_18_40;60-b;624.000000;624.000000;0.000000;4.044000;3;0;1;1;0;1;0;0;2;6.699223;57109;61260;230891;0;0;0;0;0;0;21912;12337;2;0;60;60;0;60;2007;131;80854.000000;624;48783.333333
1x;maxData200;Nsfnet_14_21;30-b;-1.000000;-1.000000;0.000000;0.320000;3;0;1;1;0;1;0;0;2;0.410281;7801;11940;29999;0;0;0;0;0;0;22007;3145778;1;0;0;0;0;-10786816;22007;1;0.000000;0;0.000000
1x;random;Nsfnet_14_21;70;587.000000;587.000000;0.000000;2.286000;3;0;1;1;0;1;0;0;2;5.297007;46004;61460;159796;0;0;0;0;0;0;22065;808321080;1;0;70;70;0;70;1412;145;164800.000000;587;78383.333333
1x;random;Nsfnet_14_21;80-b;778.000000;778.000000;0.000000;3.754000;3;0;1;1;0;1;0;0;2;7.703897;59432;79840;209368;0;0;0;0;0;0;21978;50;1;0;80;80;0;80;1550;184;190600.000000;778;93283.333333
1x;random;Nsfnet_14_21;40-b;-1.000000;-1.000000;0.000000;0.590000;3;0;1;1;0;1;0;0;2;0.947634;14034;20720;53166;0;0;0;0;0;0;21921;50;1;0;0;0;0;-1000315104;21921;1;0.000000;0;0.000000
1x;maxData200;German_17_26;40;405.000000;405.000000;0.000000;2.940000;3;0;1;1;0;1;0;0;2;2.013996;30691;25840;52509;0;0;0;0;0;0;21904;12337;2;0;40;40;0;40;739;109;19395.000000;405;21633.333333
1.5x;maxData200;European_18_40;50;24.000000;12.976528;45.931135;14400.078000;8;0;1;1;0;1;0;0;2;8.999041;57329;64100;242672;0;0;0;0;0;0;21973;-16763855;2;0;50;50;0;24;719;115;70837.000000;568;41683.333333
1x;maxData200;Nsfnet_14_21;60;-1.000000;-1.000000;0.000000;1.637000;8;0;1;1;0;1;0;0;2;3.560114;34306;45540;116895;0;0;0;0;0;0;22057;-65483;1;0;-1;-1;-1;-2124761312;22057;1;-nan;-1;0.000000
1x;maxData200;European_18_40;10;83.000000;83.000000;0.000000;0.045000;3;0;1;1;0;1;0;0;2;0.028725;776;2210;7224;0;0;0;0;0;0;21958;808333362;4;0;10;10;0;10;97;17;10750.000000;83;6550.000000
1x;maxData200;European_18_40;10-b;6.000000;6.000000;0.000000;0.053000;8;0;1;1;0;1;0;0;2;0.031518;991;2220;7010;0;0;0;0;0;0;22093;808333362;4;0;10;10;0;6;72;18;10038.000000;72;6716.666667
1x;maxData200;Nsfnet_14_21;50;-1.000000;-1.000000;0.000000;1.022000;8;0;1;1;0;1;0;0;2;1.838197;21129;31950;83872;0;0;0;0;0;0;22038;-16763855;2;0;-1;-1;-1;74995488;22038;1;0.000000;0;0.000000
1x;random;Nsfnet_14_21;90-b;727.000000;727.000000;0.000000;7.920000;3;0;1;1;0;1;0;0;2;11.685736;85286;100620;254914;0;0;0;0;0;0;21982;53;1;0;90;90;0;90;1841;194;224100.000000;727;105483.333333
1x;maxData200;European_18_40;20;218.000000;218.000000;0.000000;0.357000;3;0;1;1;0;1;0;0;2;0.244084;5993;7620;26007;0;0;0;0;0;0;21862;394985527;1;0;20;20;0;20;480;42;24875.000000;218;14433.333333
1.5x;random;German_17_26;100-b;-1.000000;41.291845;0.000000;14400.288000;8;0;1;1;0;1;0;0;2;85.890990;422727;231000;357274;0;0;0;0;0;0;21932;12593;2;0;0;0;0;1011086560;21932;1;0.000000;0;0.000000
1x;random;Nsfnet_14_21;60;-1.000000;-1.000000;0.000000;2.099000;8;0;1;1;0;1;0;0;2;3.564067;38733;45540;112468;0;0;0;0;0;0;21910;-65483;1;0;-1;-1;-1;-565737712;21910;1;-nan;-1;0.000000
1.5x;random;German_17_26;90;-1.000000;30.585799;0.000000;14400.213000;8;0;1;1;0;1;0;0;2;57.868228;293744;187650;338057;0;0;0;0;0;0;22013;13873;2;0;0;0;0;1488700640;22013;1;0.000000;0;0.000000
1.5x;random;German_17_26;30-b;25.000000;15.570935;37.716261;14400.030000;8;0;1;1;0;1;0;0;2;2.061012;27455;22050;42746;0;0;0;0;0;0;21948;13873;2;0;30;30;0;25;600;95;16252.000000;443;17433.333333
1.5x;random;European_18_40;70-b;27.000000;15.744696;41.686311;14400.070000;8;0;1;1;0;1;0;0;2;30.157182;116143;123340;471858;0;0;0;0;0;0;21941;-65486;1;0;70;70;0;27;939;158;90719.000000;678;54466.666667
1x;maxData200;European_18_40;70-b;638.000000;638.000000;0.000000;5.390000;3;0;1;1;0;1;0;0;2;10.682765;77913;82670;314087;0;0;0;0;0;0;22054;-65486;1;0;70;70;0;70;2265;131;85823.000000;638;51983.333333
1x;maxData200;German_17_26;20;189.000000;189.000000;0.000000;0.274000;3;0;1;1;0;1;0;0;2;0.222999;4985;6920;15815;0;0;0;0;0;0;22013;55;1;0;20;20;0;20;349;53;8925.000000;189;10733.333333
1x;maxData200;Nsfnet_14_21;20-b;-1.000000;-1.000000;0.000000;0.144000;8;0;1;1;0;1;0;0;2;0.126355;3325;5580;13476;0;0;0;0;0;0;21920;12849;2;0;0;0;0;987133952;21920;1;0.000000;0;0.000000
1x;random;Nsfnet_14_21;40;324.000000;324.000000;0.000000;0.888000;3;0;1;1;0;1;0;0;2;1.120776;18105;20720;49095;0;0;0;0;0;0;21979;54;1;0;40;40;0;40;678;85;109300.000000;324;51850.000000
1x;maxData200;German_17_26;100-b;1028.000000;1028.000000;0.000000;95.572000;3;0;1;1;0;1;0;0;2;28.169805;177551;154600;342449;0;0;0;0;0;0;22075;57;1;0;100;100;0;100;2438;279;52166.000000;1028;57800.000000
1.5x;random;European_18_40;80;116.000000;18.095224;84.400669;14400.395000;8;0;1;1;0;1;0;0;2;50.380537;184586;160160;583415;0;0;0;0;0;0;21973;-65480;1;0;80;80;0;116;2648;203;118964.000000;937;72016.666667
1x;random;Nsfnet_14_21;70-b;625.000000;625.000000;0.000000;6.623000;3;0;1;1;0;1;0;0;2;5.701026;49062;61460;156738;0;0;0;0;0;0;22088;13361;2;0;70;70;0;70;1425;157;177000.000000;625;83433.333333
1x;maxData200;European_18_40;100-b;1192.000000;1192.000000;0.000000;27.663000;3;0;1;1;0;1;0;0;2;33.639840;195933;166100;604067;0;0;0;0;0;0;22044;-16764879;2;0;100;100;0;100;3415;231;135853.000000;1192;79383.333333
1.5x;maxData200;European_18_40;40;22.000000;20.000000;9.090909;14400.052000;8;0;1;1;0;1;0;0;2;4.458522;36193;41680;155808;0;0;0;0;0;0;21998;50;1;0;40;40;0;22;635;97;53930.000000;461;33183.333333
1x;maxData200;German_17_26;70-b;645.000000;645.000000;0.000000;7.151000;3;0;1;1;0;1;0;0;2;9.550531;76495;76720;178305;0;0;0;0;0;0;22099;12337;2;0;70;70;0;70;1502;180;31175.000000;645;36916.666667
1x;maxData200;European_18_40;30-b;18.000000;18.000000;0.000000;1438.770000;8;0;1;1;0;1;0;0;2;0.962360;16424;16260;55577;0;0;0;0;0;0;0;-1133871366;0;0;30;30;0;18;451;71;36358.000000;358;22400.000000
1x;random;German_17_26;20;267.000000;267.000000;0.000000;0.558000;3;0;1;1;0;1;0;0;2;0.276850;5871;6920;14929;0;0;0;0;0;0;21957;55;1;0;20;20;0;20;436;53;9340.000000;267;10500.000000
1.5x;random;European_18_40;90;135.000000;18.239362;86.489362;14400.150000;8;0;1;1;0;1;0;0;2;64.525274;208277;201780;763724;0;0;0;0;0;0;22041;53;1;0;90;90;0;135;3976;223;128827.000000;1019;77966.666667
1.5x;maxData200;European_18_40;100;-1.000000;22.785714;0.000000;14400.380000;8;0;1;1;0;1;0;0;2;78.939157;336961;248200;863040;0;0;0;0;0;0;21870;55;1;0;0;0;0;1037767904;21870;1;0.000000;0;0.000000
